,Source,Sink,Time,Value
1715,PGE_bay,SCE,60,
1716,PGE_bay,SCE,61,
1717,PGE_bay,SCE,62,
1718,PGE_bay,SCE,63,
1719,PGE_bay,SCE,64,
1720,PGE_bay,SCE,65,
1721,PGE_bay,SCE,66,
1722,PGE_bay,SCE,67,
1723,PGE_bay,SCE,68,
1724,PGE_bay,SCE,69,
1725,PGE_bay,SCE,70,
1726,PGE_bay,SCE,71,
1727,PGE_bay,SCE,72,
1728,PGE_bay,PNW,49,
1729,PGE_bay,PNW,50,
1730,PGE_bay,PNW,51,
1731,PGE_bay,PNW,52,
1732,PGE_bay,PNW,53,
1733,PGE_bay,PNW,54,
1734,PGE_bay,PNW,55,
1735,PGE_bay,PNW,56,
1736,PGE_bay,PNW,57,
1737,PGE_bay,PNW,58,
1738,PGE_bay,PNW,59,
1739,PGE_bay,PNW,60,
1740,PGE_bay,PNW,61,
1741,PGE_bay,PNW,62,
1742,PGE_bay,PNW,63,
1743,PGE_bay,PNW,64,
1744,PGE_bay,PNW,65,
1745,PGE_bay,PNW,66,
1746,PGE_bay,PNW,67,
1747,PGE_bay,PNW,68,
1748,PGE_bay,PNW,69,
1749,PGE_bay,PNW,70,
1750,PGE_bay,PNW,71,
1751,PGE_bay,PNW,72,
1752,PGE_bay,SDGE,49,
1753,PGE_bay,SDGE,50,
1754,PGE_bay,SDGE,51,
1755,PGE_bay,SDGE,52,
1756,PGE_bay,SDGE,53,
1757,PGE_bay,SDGE,54,
1758,PGE_bay,SDGE,55,
1759,PGE_bay,SDGE,56,
1760,PGE_bay,SDGE,57,
1761,PGE_bay,SDGE,58,
1762,PGE_bay,SDGE,59,
1763,PGE_bay,SDGE,60,
1764,PGE_bay,SDGE,61,
1765,PGE_bay,SDGE,62,
1766,PGE_bay,SDGE,63,
1767,PGE_bay,SDGE,64,
1768,PGE_bay,SDGE,65,
1769,PGE_bay,SDGE,66,
1770,PGE_bay,SDGE,67,
1771,PGE_bay,SDGE,68,
1772,PGE_bay,SDGE,69,
1773,PGE_bay,SDGE,70,
1774,PGE_bay,SDGE,71,
1775,PGE_bay,SDGE,72,
1776,PGE_bay,PGE_bay,49,
1777,PGE_bay,PGE_bay,50,
1778,PGE_bay,PGE_bay,51,
1779,PGE_bay,PGE_bay,52,
1780,PGE_bay,PGE_bay,53,
1781,PGE_bay,PGE_bay,54,
1782,PGE_bay,PGE_bay,55,
1783,PGE_bay,PGE_bay,56,
1784,PGE_bay,PGE_bay,57,
1785,PGE_bay,PGE_bay,58,
1786,PGE_bay,PGE_bay,59,
1787,PGE_bay,PGE_bay,60,
1788,PGE_bay,PGE_bay,61,
1789,PGE_bay,PGE_bay,62,
1790,PGE_bay,PGE_bay,63,
1791,PGE_bay,PGE_bay,64,
1792,PGE_bay,PGE_bay,65,
1793,PGE_bay,PGE_bay,66,
1794,PGE_bay,PGE_bay,67,
1795,PGE_bay,PGE_bay,68,
1796,PGE_bay,PGE_bay,69,
1797,PGE_bay,PGE_bay,70,
1798,PGE_bay,PGE_bay,71,
1799,PGE_bay,PGE_bay,72,
1800,PGE_valley,PGE_valley,73,
1801,PGE_valley,PGE_valley,74,
1802,PGE_valley,PGE_valley,75,
1803,PGE_valley,PGE_valley,76,
1804,PGE_valley,PGE_valley,77,
1805,PGE_valley,PGE_valley,78,
1806,PGE_valley,PGE_valley,79,
1807,PGE_valley,PGE_valley,80,
1808,PGE_valley,PGE_valley,81,
1809,PGE_valley,PGE_valley,82,
1810,PGE_valley,PGE_valley,83,
1811,PGE_valley,PGE_valley,84,
1812,PGE_valley,PGE_valley,85,
1813,PGE_valley,PGE_valley,86,
1814,PGE_valley,PGE_valley,87,
1815,PGE_valley,PGE_valley,88,
1816,PGE_valley,PGE_valley,89,
1817,PGE_valley,PGE_valley,90,
1818,PGE_valley,PGE_valley,91,
1819,PGE_valley,PGE_valley,92,
1820,PGE_valley,PGE_valley,93,
1821,PGE_valley,PGE_valley,94,
