,SALEM_T,SALEM_W,EUGENE_T,EUGENE_W,SEATTLE_T,SEATTLE_W,BOISE_T,BOISE_W,PORTLAND_T,PORTLAND_W,SPOKANE_T,SPOKANE_W,PASCO_T,PASCO_W,FRESNO_T,FRESNO_W,LOS ANGELES_T,LOS ANGELES_W,SAN DIEGO_T,SAN DIEGO_W,SACRAMENTO_T,SACRAMENTO_W,SAN JOSE_T,SAN JOSE_W,SAN FRANCISCO_T,SAN FRANCISCO_W,TUCSON_T,TUCSON_W,PHOENIX_T,PHOENIX_W,LAS VEGAS_T,LAS VEGAS_W,OAKLAND_T,OAKLAND_W
2010-05-20,10.25,4.1,10.0,4.0,10.0,5.6,10.85,4.2,10.0,3.3,8.05,7.2,12.5,6.4,18.6,5.9,16.95,3.3,18.05,2.1,15.8,3.1,15.25,4.8,14.15,7.6,24.7,2.0,28.35,1.8,27.5,4.9,14.4,4.6
2010-05-21,8.9,3.2,8.1,4.3,10.0,2.5,8.6,2.4,8.65,1.5,6.95,3.0,8.6,2.1,16.65,6.4,16.65,4.0,16.95,3.8,14.2,3.6,13.3,5.5,13.05,8.5,26.95,3.8,30.25,4.2,26.1,8.4,13.65,7.8
2010-05-22,10.0,3.6,8.6,3.1,11.65,3.2,4.75,3.6,9.7,2.4,7.75,3.9,13.35,3.6,13.85,6.4,15.55,5.0,15.85,4.4,11.9,2.3,12.5,5.7,12.5,8.2,25.8,4.3,27.5,4.8,20.0,9.0,12.5,6.8
2010-05-23,9.15,2.9,8.3,3.1,10.55,4.1,7.8,1.9,9.15,1.7,8.05,4.4,12.25,4.4,15.25,4.6,14.15,6.8,14.75,5.8,15.3,4.6,13.9,5.0,12.75,8.9,22.25,7.0,21.4,5.9,14.45,7.5,13.35,6.4
2010-05-24,11.65,2.7,11.7,1.9,11.15,2.4,9.45,3.2,11.1,1.1,8.9,2.0,13.35,1.8,16.1,3.3,14.7,5.3,15.0,3.1,15.3,3.5,15.25,2.3,14.7,3.6,17.5,2.3,20.55,2.1,16.95,3.9,14.15,3.4
2010-05-25,13.35,1.3,13.05,2.1,13.05,1.6,14.2,5.3,14.2,2.2,12.8,3.0,14.45,2.2,16.9,3.0,14.45,3.9,16.1,2.5,14.15,2.0,13.9,3.9,14.45,3.6,20.3,1.9,24.15,2.2,20.3,3.5,13.35,4.2
2010-05-26,13.9,2.6,12.8,2.8,11.1,2.3,14.4,3.4,11.95,1.5,12.5,2.7,16.7,1.7,18.85,2.3,15.55,3.7,17.5,3.5,16.4,3.3,16.15,3.0,15.55,2.8,24.15,2.4,26.65,2.2,23.9,7.7,15.0,3.4
2010-05-27,13.6,2.6,13.05,1.7,11.95,2.4,13.05,2.3,13.05,1.0,9.2,3.4,13.85,3.0,18.6,4.7,16.4,4.3,17.8,3.0,13.6,3.3,14.45,3.7,14.45,4.7,26.4,2.4,27.75,2.6,22.75,8.0,14.15,5.5
2010-05-28,11.4,3.3,10.85,2.5,10.85,6.1,12.5,6.0,11.35,1.8,11.1,4.0,13.05,3.0,16.1,6.2,16.1,4.6,17.2,3.3,13.9,2.2,13.6,3.6,14.2,5.6,28.3,3.3,29.2,3.5,21.4,6.7,14.45,4.0
2010-05-29,13.9,2.2,11.95,1.8,9.7,4.0,10.55,3.4,13.05,2.2,10.0,6.9,15.0,5.3,19.15,2.5,18.05,3.8,17.2,2.3,20.0,3.9,18.35,3.2,17.2,4.6,25.8,2.8,27.75,2.8,22.8,3.0,16.35,2.8
2010-05-30,16.1,1.6,15.0,1.5,10.3,1.9,13.9,2.2,14.75,0.8,11.95,5.5,16.1,3.9,23.3,2.2,18.6,3.3,17.2,3.4,20.55,1.7,19.75,3.0,18.05,6.3,25.85,2.5,28.35,2.1,24.7,2.3,17.25,2.9
2010-05-31,16.15,3.5,16.4,3.1,14.7,4.3,15.85,2.8,16.4,2.3,13.65,4.3,18.9,4.5,24.45,3.6,19.2,3.4,17.25,3.0,21.65,3.1,17.5,3.9,16.1,6.7,27.5,3.4,29.45,2.7,27.8,5.2,15.55,4.8
2010-06-01,14.45,3.1,14.75,1.9,13.05,2.9,16.95,2.1,14.45,1.3,14.15,4.7,17.75,4.6,22.5,5.1,17.2,2.9,17.2,2.7,20.55,3.1,17.8,4.2,15.3,6.4,27.8,3.7,29.45,3.7,28.85,7.9,15.85,6.6
2010-06-02,12.5,4.3,14.45,4.3,13.05,5.0,17.25,3.1,14.45,2.8,12.5,4.8,17.25,4.2,23.05,4.3,17.5,3.3,18.1,2.6,21.65,3.1,20.55,3.1,17.25,4.4,25.8,2.8,28.9,2.3,28.9,4.4,17.25,3.0
2010-06-03,10.55,1.0,11.95,0.7,12.5,1.9,17.5,2.3,11.7,1.3,11.4,4.4,15.0,2.9,25.55,5.1,16.95,2.4,17.75,2.7,22.5,3.5,21.4,3.3,19.7,4.3,27.5,2.1,30.55,2.8,31.1,4.7,18.6,2.9
2010-06-04,13.85,2.6,13.85,1.8,12.75,2.7,18.6,4.1,13.9,1.5,11.7,3.8,17.5,3.0,26.4,6.0,17.5,2.5,18.05,2.6,22.8,3.4,22.5,3.1,20.55,3.9,28.6,2.5,31.9,2.2,32.5,5.5,20.25,4.0
2010-06-05,15.85,1.9,14.45,1.7,15.0,2.7,16.95,1.9,14.7,0.9,12.2,3.6,15.85,1.5,27.5,4.9,18.6,2.0,18.35,2.6,24.2,2.6,23.6,3.3,21.15,5.1,30.3,3.0,34.2,2.7,34.45,3.8,20.0,3.8
2010-06-06,16.1,2.3,16.65,2.8,14.45,2.4,18.35,4.8,15.85,1.0,12.75,2.9,17.5,2.6,27.8,5.1,18.9,3.0,18.9,2.1,25.25,3.4,21.4,4.0,18.6,6.7,31.65,2.5,35.55,3.0,35.55,3.9,7.8,4.6
2010-06-07,16.7,1.8,16.4,2.2,15.0,2.4,18.9,3.6,16.4,1.1,15.85,4.0,19.15,3.1,26.1,5.1,18.1,3.0,18.65,2.1,22.75,2.5,17.75,3.7,15.3,8.2,32.5,3.1,35.0,2.5,35.55,7.6,16.1,4.4
2010-06-08,15.55,2.6,14.75,1.9,15.3,2.6,18.35,2.6,15.55,1.6,14.45,2.4,16.95,2.5,25.3,4.4,18.1,3.3,16.7,2.5,21.1,3.6,17.25,2.8,14.45,7.6,30.55,2.6,34.45,3.3,34.45,6.0,15.3,5.8
2010-06-09,13.65,4.5,13.9,4.7,13.65,4.0,18.9,4.0,14.45,2.9,15.0,6.3,18.6,4.8,23.35,6.2,17.8,3.1,16.95,2.7,18.6,3.8,18.05,4.0,15.8,6.7,32.5,3.0,34.45,2.7,32.2,7.7,16.95,6.7
2010-06-10,13.1,3.9,13.6,3.3,13.9,4.2,14.45,5.7,12.5,2.6,11.65,4.0,17.25,4.7,19.45,7.0,19.15,3.4,16.95,3.6,17.75,3.2,16.95,5.2,15.8,10.7,30.85,4.7,33.05,3.4,29.15,8.7,17.25,5.6
2010-06-11,13.9,2.6,13.05,3.3,13.9,3.4,14.75,6.0,14.15,0.5,13.3,1.6,18.05,2.6,21.95,3.8,18.35,3.4,16.65,4.5,23.05,8.0,19.75,3.8,17.25,8.0,28.6,6.2,30.3,3.8,25.6,6.2,19.45,4.7
2010-06-12,17.25,2.6,16.1,2.7,16.35,3.3,18.05,5.5,18.05,1.3,16.35,2.2,18.3,2.2,24.2,1.9,18.35,2.6,16.95,3.4,25.0,5.3,23.6,3.8,23.05,5.9,25.3,5.1,25.6,3.7,23.05,5.4,23.05,4.5
2010-06-13,16.65,3.0,17.25,2.7,16.1,3.7,19.2,3.0,16.1,2.2,17.75,3.4,20.8,3.1,27.2,3.0,17.8,3.2,18.1,3.0,25.3,2.6,23.65,3.3,20.55,5.5,23.65,2.9,27.5,2.4,24.2,2.8,19.7,3.8
2010-06-14,13.05,3.8,12.2,3.6,14.15,2.2,21.95,2.2,13.05,1.3,15.85,5.6,18.9,2.7,28.35,2.9,17.8,3.4,18.9,3.1,24.75,3.5,19.15,3.0,15.8,6.4,25.55,2.6,30.55,1.7,28.3,2.1,15.55,3.9
2010-06-15,13.05,2.4,13.05,2.4,12.2,3.0,17.8,4.7,11.65,1.2,12.2,4.2,15.0,4.1,26.1,3.9,19.15,2.9,17.5,2.6,20.55,3.7,16.7,3.0,13.9,7.6,29.15,2.8,32.2,2.8,30.3,5.8,14.45,3.4
2010-06-16,11.65,2.2,12.8,2.8,12.25,3.0,12.8,5.7,11.65,1.0,9.45,3.4,14.15,3.8,21.65,3.8,18.6,3.8,16.35,2.4,19.45,3.4,18.65,4.0,15.85,5.7,29.2,3.7,32.5,4.1,29.7,8.4,16.65,3.3
2010-06-17,15.0,2.1,13.85,1.7,13.65,3.7,11.65,2.1,13.6,1.3,10.0,4.9,17.75,4.5,23.6,2.9,18.35,2.9,17.2,2.3,20.85,1.8,19.45,3.0,16.1,5.8,29.7,3.0,32.8,2.6,27.5,3.2,16.7,3.2
2010-06-18,14.7,2.6,12.5,1.8,15.85,3.0,17.8,2.7,13.9,1.0,15.0,2.6,17.5,3.1,23.6,4.0,18.6,3.6,17.25,2.6,19.15,4.6,16.15,4.1,14.2,7.9,30.3,3.6,33.3,2.9,29.75,6.9,14.45,7.5
2010-06-19,15.25,2.5,13.9,1.8,12.8,3.3,20.55,2.8,15.3,1.3,17.2,2.6,20.3,3.5,19.75,3.8,18.35,4.0,18.05,2.3,18.05,4.1,16.15,3.6,14.7,9.4,29.7,3.0,31.95,2.6,30.0,7.3,14.45,7.9
2010-06-20,12.8,1.8,11.1,1.6,12.2,3.2,16.65,4.7,13.3,1.0,13.35,4.0,18.05,4.3,20.3,3.7,17.75,3.6,18.05,2.6,19.45,2.2,16.65,3.4,15.55,6.0,31.35,3.1,33.1,2.6,29.2,7.0,16.7,3.8
2010-06-21,15.55,1.8,15.85,2.5,13.9,2.1,15.55,2.6,15.3,1.0,11.35,4.6,17.75,4.6,23.35,2.8,17.8,3.8,16.35,2.7,21.65,2.1,20.55,2.8,16.7,5.5,31.1,3.5,32.8,3.5,29.45,6.8,17.25,3.6
2010-06-22,18.6,2.7,15.25,2.6,16.65,2.7,18.35,2.2,18.3,0.6,16.7,1.0,19.15,1.4,26.1,2.7,17.8,3.6,17.75,2.6,24.45,2.5,18.9,3.4,15.55,6.1,30.25,2.2,31.95,2.6,29.75,3.1,16.1,3.9
2010-06-23,19.2,1.3,17.8,1.8,19.45,2.1,24.75,4.2,20.8,1.3,20.0,3.0,23.35,2.1,28.05,3.8,17.5,3.5,18.6,2.5,25.0,2.6,18.6,2.9,15.0,6.0,31.7,2.9,33.6,2.1,31.35,2.9,15.85,3.9
2010-06-24,19.7,2.2,18.05,2.2,17.75,2.1,24.15,2.6,19.45,1.4,20.0,2.3,23.35,1.5,25.85,4.3,17.8,2.8,18.35,2.3,20.85,4.1,17.2,4.0,13.65,5.9,33.3,3.1,35.55,2.8,33.35,4.8,14.75,5.4
2010-06-25,19.15,1.6,16.95,1.4,15.3,2.5,21.7,2.6,18.05,1.5,19.7,4.3,22.5,2.0,25.25,4.3,18.6,3.3,18.1,2.0,21.1,3.1,18.35,2.5,16.1,5.3,33.9,4.1,37.2,3.7,33.05,6.7,16.35,4.3
2010-06-26,18.05,1.7,16.65,1.9,15.85,2.0,21.4,2.4,18.6,1.1,19.45,4.7,23.9,3.4,26.1,2.8,18.05,3.3,17.2,2.9,23.9,2.2,20.8,2.4,16.1,5.2,32.2,4.0,34.2,3.4,31.35,3.2,17.2,4.6
2010-06-27,19.75,1.3,18.3,1.5,15.85,2.2,22.2,3.2,20.25,1.1,18.6,4.1,21.95,2.5,30.55,1.7,18.35,2.6,18.05,2.4,27.75,1.6,23.85,2.1,19.45,4.8,30.3,3.3,34.15,2.4,33.1,2.8,20.3,3.1
2010-06-28,18.05,2.8,18.6,2.8,16.7,3.6,28.35,4.2,19.45,1.9,21.1,3.6,23.3,2.6,33.05,3.6,18.65,3.1,16.7,2.2,29.4,2.0,23.35,2.7,19.4,4.6,32.5,4.1,35.8,2.6,35.0,3.1,20.0,4.5
2010-06-29,16.7,3.4,15.55,2.0,15.0,2.6,26.1,2.0,16.1,1.7,19.15,4.7,20.8,4.4,29.45,4.6,18.35,3.1,17.2,2.4,25.3,2.7,21.4,3.5,17.8,6.2,34.15,5.1,36.4,3.4,34.75,4.7,17.75,4.5
2010-06-30,16.4,2.6,15.0,2.7,14.15,2.8,21.65,4.7,15.3,1.2,13.6,3.2,15.55,1.1,28.9,4.3,17.8,2.4,19.2,2.7,22.5,3.3,18.3,3.4,15.85,7.6,34.75,5.2,38.35,4.1,34.15,5.4,16.4,4.6
2010-07-01,15.25,2.6,15.0,3.4,13.9,2.0,21.65,1.8,15.3,1.2,14.45,2.5,18.3,2.9,24.75,3.9,18.35,3.0,18.35,2.7,21.1,2.8,18.05,3.1,15.3,8.5,35.25,5.6,38.65,3.9,34.2,6.9,16.95,4.8
2010-07-02,15.0,3.5,14.45,2.6,15.0,2.0,17.75,5.4,15.0,1.6,14.15,5.1,18.05,3.3,24.45,3.6,17.8,3.1,17.5,2.5,22.5,2.2,18.6,2.6,16.4,6.4,34.75,4.3,38.9,4.0,32.5,7.8,17.2,2.7
2010-07-03,16.4,2.6,15.55,2.8,15.55,2.2,16.65,4.8,16.1,1.3,13.9,3.5,18.35,3.0,26.35,3.7,19.15,3.2,17.25,3.8,24.15,3.3,22.2,2.9,19.15,4.7,33.35,4.5,35.3,4.1,31.95,6.4,19.75,3.6
2010-07-04,14.45,2.1,14.75,3.3,14.7,3.1,18.6,3.0,14.45,1.2,15.0,5.5,19.15,4.5,26.65,2.3,19.15,4.0,17.25,2.9,25.8,2.9,21.35,2.9,19.45,4.9,30.8,3.7,33.6,2.9,31.4,3.9,18.6,3.7
2010-07-05,16.4,3.1,15.55,4.9,14.45,2.6,18.9,5.0,15.3,1.2,14.15,2.5,19.2,2.0,28.9,3.7,17.75,3.2,17.2,2.2,25.55,3.0,20.25,2.9,17.5,2.7,30.0,3.1,33.9,3.2,32.5,4.0,16.95,4.4
2010-07-06,20.85,4.7,19.75,5.8,18.1,4.3,18.6,2.2,19.45,1.5,17.25,1.4,19.15,1.6,27.2,3.8,16.65,4.0,17.2,2.6,20.3,4.0,19.15,3.4,18.05,2.3,30.85,2.5,34.2,2.5,33.05,4.0,18.05,4.3
2010-07-07,25.0,2.9,23.05,3.6,23.6,6.0,22.8,2.8,22.8,3.4,20.55,3.1,23.1,2.1,26.1,3.4,17.5,3.8,16.95,2.7,21.4,3.2,19.45,3.2,18.05,3.6,31.65,2.6,35.0,2.7,32.5,3.8,17.5,4.7
2010-07-08,24.45,1.8,22.8,2.6,26.1,3.2,25.55,3.2,26.1,0.9,23.9,1.9,25.85,1.6,27.8,3.5,16.95,3.5,16.95,3.0,21.7,3.3,18.35,3.0,16.1,6.3,34.45,3.9,37.2,2.8,33.6,3.1,16.9,5.3
2010-07-09,25.6,2.0,25.0,1.8,25.3,2.8,26.7,2.6,25.3,1.2,24.7,2.4,26.95,1.9,28.3,3.1,17.5,2.8,17.2,2.6,22.5,3.1,18.9,2.4,16.1,6.1,35.6,4.9,38.85,3.8,35.0,3.6,17.25,4.6
2010-07-10,21.4,2.5,21.4,3.1,21.95,2.3,27.75,3.1,21.95,1.6,24.15,3.9,27.75,2.6,29.7,2.5,18.35,2.6,17.75,2.2,25.25,2.1,20.25,2.6,16.7,5.2,34.15,3.6,37.8,3.4,35.8,4.7,18.05,4.1
2010-07-11,22.8,2.7,23.6,2.1,18.6,3.5,27.5,3.0,22.5,1.7,23.9,4.4,26.65,3.1,30.0,2.8,18.9,3.0,18.65,2.3,25.55,2.6,20.25,3.2,17.75,5.0,31.7,4.0,37.25,4.0,36.65,4.7,18.05,4.2
2010-07-12,16.65,3.6,17.75,4.4,15.8,5.5,25.55,3.4,16.7,2.2,17.5,9.0,22.25,6.5,29.45,3.2,18.05,4.6,19.45,4.2,20.85,5.0,20.85,3.2,19.4,2.9,31.65,3.4,36.15,3.3,36.4,6.9,18.9,4.5
2010-07-13,15.85,3.2,15.25,4.5,15.55,3.0,20.25,5.2,16.15,1.3,14.45,4.3,18.6,2.5,27.75,2.6,19.45,3.8,20.8,3.1,22.5,4.3,20.85,3.6,18.6,5.3,33.05,3.4,37.5,3.3,35.55,7.4,19.45,4.6
2010-07-14,20.3,3.3,19.4,4.1,19.2,3.3,18.85,2.4,19.7,1.5,16.65,1.8,19.75,1.5,28.9,3.4,21.65,3.1,21.7,2.2,24.7,1.9,21.95,2.6,19.15,5.1,34.15,3.3,38.6,2.0,35.55,5.2,20.55,3.7
2010-07-15,22.8,2.7,21.1,3.0,20.3,2.7,24.7,2.3,21.4,1.3,22.2,4.0,24.45,2.1,30.8,2.6,22.25,3.6,22.8,2.0,28.05,2.0,24.45,2.7,19.15,6.6,34.7,3.2,39.7,3.4,37.2,3.1,20.85,3.8
2010-07-16,18.9,3.7,18.6,3.6,15.85,3.1,28.85,2.5,18.35,1.7,22.5,4.5,23.65,2.7,33.35,2.8,21.95,3.2,23.3,2.6,28.6,2.5,22.2,3.1,17.5,6.9,34.15,3.4,39.7,3.7,38.6,4.3,18.6,4.6
2010-07-17,18.05,3.3,18.6,3.7,15.85,2.6,28.05,2.4,17.75,1.1,20.8,2.7,25.3,3.2,32.8,4.1,20.8,3.2,21.35,2.6,25.6,2.7,21.4,2.5,17.2,6.4,33.35,2.7,37.75,2.9,38.3,3.7,18.6,4.5
2010-07-18,17.75,2.6,15.55,3.0,14.7,3.3,26.7,3.5,17.75,1.7,20.25,3.4,25.0,3.8,32.2,3.6,20.8,2.6,18.9,2.9,26.95,2.2,21.7,2.9,16.65,6.3,32.5,2.5,37.25,3.7,38.9,4.8,18.05,4.1
2010-07-19,17.8,3.8,17.25,4.1,15.85,2.1,23.35,3.0,18.3,1.5,19.75,2.5,23.9,1.9,30.55,2.9,20.55,3.5,19.2,2.8,26.4,2.4,18.85,3.2,15.8,6.4,32.5,4.1,38.85,4.3,39.15,6.7,16.1,3.8
2010-07-20,17.8,2.7,16.95,3.1,16.65,1.3,23.85,2.3,16.7,0.5,21.9,2.6,22.75,2.6,29.15,2.7,18.9,3.0,18.6,2.1,22.2,3.7,18.9,3.4,16.7,5.6,30.8,3.2,36.7,3.4,38.05,6.4,15.85,4.8
2010-07-21,18.6,1.7,18.3,2.0,18.9,2.7,25.3,3.7,19.7,1.0,21.4,2.2,24.45,2.9,27.75,2.9,18.9,3.1,18.05,2.4,19.75,4.3,18.35,4.5,15.0,5.2,31.4,3.4,36.4,3.7,36.95,7.4,15.0,5.0
2010-07-22,19.7,3.2,19.7,3.0,15.25,3.6,24.45,1.7,17.75,2.1,21.9,6.5,25.0,6.0,26.95,2.7,19.15,3.0,17.75,2.2,22.5,2.4,20.0,3.4,16.95,4.3,28.35,2.6,33.35,4.1,35.55,7.2,17.5,3.8
2010-07-23,20.55,4.1,19.2,4.7,18.35,3.0,23.35,4.3,21.1,1.6,19.15,2.3,20.85,1.3,28.35,2.8,17.5,4.2,19.15,2.8,23.85,2.6,19.7,2.7,16.65,5.2,29.4,2.4,31.1,2.7,36.4,4.7,16.95,4.1
2010-07-24,25.6,3.4,23.05,2.8,20.85,3.2,24.4,2.2,23.05,1.4,23.05,1.7,23.9,1.4,30.0,3.3,17.5,4.1,19.75,2.8,24.75,2.5,19.7,3.0,16.65,6.6,30.25,3.2,35.25,2.9,36.4,2.8,16.4,4.3
2010-07-25,22.75,1.8,22.8,2.7,21.95,3.0,28.9,2.4,23.05,1.1,25.3,2.0,25.55,0.9,30.55,3.3,18.35,3.8,18.9,2.8,21.95,3.8,18.6,2.7,16.4,6.2,32.5,4.3,37.2,3.8,37.2,3.2,15.55,5.3
2010-07-26,23.05,2.0,21.95,2.6,21.65,1.7,27.75,3.6,21.95,1.4,26.4,2.7,25.8,1.3,27.2,3.8,18.1,3.6,18.6,2.9,19.2,4.4,19.15,3.1,17.75,3.1,30.3,4.2,36.4,3.6,37.5,4.9,16.35,5.5
2010-07-27,21.65,1.9,21.1,2.6,18.65,3.4,27.2,2.6,20.8,1.3,21.95,1.9,26.1,3.7,25.3,3.4,17.5,3.5,18.65,3.0,19.45,3.9,19.4,3.6,17.8,4.4,28.85,3.9,35.55,3.7,35.85,4.8,16.4,4.5
2010-07-28,19.15,2.0,20.0,1.6,17.25,2.7,26.95,4.1,19.45,1.1,24.75,4.5,22.5,2.3,25.0,3.3,17.5,4.3,18.65,3.3,21.65,3.3,18.6,3.5,17.25,5.1,29.45,2.8,35.3,3.5,35.0,4.4,16.7,4.3
2010-07-29,20.25,2.2,19.15,2.0,16.4,1.8,26.4,2.5,20.55,1.2,24.45,2.1,24.7,1.3,26.1,3.2,18.05,3.8,18.9,3.1,22.2,2.6,19.15,3.1,15.8,6.1,28.6,3.2,33.05,2.6,35.85,4.7,16.1,4.3
2010-07-30,19.75,1.9,19.15,3.3,18.05,1.7,28.9,3.1,19.75,1.3,24.45,2.0,26.95,1.5,28.35,3.0,17.5,3.1,17.8,2.2,22.2,2.6,18.3,2.8,15.55,5.5,27.8,2.6,31.15,3.3,35.55,4.9,15.85,4.2
2010-07-31,16.95,2.5,18.05,2.1,16.15,3.4,27.5,3.2,17.25,1.5,20.3,3.5,23.3,2.4,28.05,3.2,18.35,2.6,18.35,2.0,22.25,3.3,19.75,2.1,16.65,4.6,24.15,2.4,27.2,3.4,35.85,5.7,16.4,4.1
2010-08-01,18.35,1.6,18.05,1.7,16.7,1.7,25.25,3.2,19.7,0.9,18.9,3.0,21.4,1.5,27.2,2.8,17.5,3.3,18.9,1.8,23.05,2.2,18.35,2.4,16.4,4.6,27.75,3.1,28.35,3.6,33.05,5.2,16.95,3.8
2010-08-02,20.55,1.2,19.7,1.5,17.5,1.3,25.85,2.1,20.0,1.4,21.1,2.1,23.85,1.6,28.05,2.5,16.9,3.1,19.45,3.1,23.05,3.4,18.35,2.9,15.55,6.0,29.15,1.6,32.25,2.0,33.6,4.5,16.35,4.3
2010-08-03,20.0,1.8,19.75,1.8,18.3,2.5,25.85,2.5,20.55,1.3,23.35,3.0,25.55,2.1,28.05,2.7,17.2,3.1,19.45,2.5,23.6,1.7,20.25,2.5,16.4,5.5,30.8,2.2,35.3,2.4,34.45,4.4,17.5,4.1
2010-08-04,19.7,0.9,18.6,1.6,20.55,2.1,27.75,2.8,20.0,1.0,24.15,3.9,25.85,1.5,28.6,2.6,17.5,3.0,19.15,2.2,22.8,3.2,18.6,2.9,15.55,6.4,32.2,2.6,36.95,2.2,35.3,4.6,16.1,4.7
2010-08-05,22.2,1.7,22.25,2.3,21.35,2.3,29.15,3.0,22.2,1.0,25.8,2.3,28.35,,27.2,3.4,17.8,3.1,18.9,2.3,20.0,3.3,18.6,2.6,16.4,5.4,32.8,3.6,37.2,2.1,35.8,4.4,15.85,4.1
2010-08-06,21.65,2.1,21.65,2.1,16.35,3.6,26.65,2.7,20.25,1.4,24.75,5.0,25.85,2.6,26.65,3.1,17.8,3.2,18.9,2.1,22.25,2.5,19.75,2.9,16.65,4.9,31.4,3.3,37.25,2.7,35.3,5.7,16.65,3.9
2010-08-07,20.25,2.6,19.7,1.4,16.1,3.1,25.3,2.9,19.7,1.0,22.5,4.7,26.65,3.5,26.95,2.6,17.8,3.4,18.65,2.5,21.4,3.6,18.9,4.0,17.25,3.8,28.3,3.9,31.1,4.5,32.5,7.0,17.8,3.9
2010-08-08,20.55,2.9,20.8,1.7,17.2,3.0,24.45,3.4,20.0,1.6,20.85,3.1,23.65,2.3,25.85,3.3,18.35,3.3,18.35,2.6,20.25,4.1,19.2,4.7,17.2,4.3,29.15,2.6,33.35,3.4,29.45,3.8,17.75,5.0
2010-08-09,17.5,2.8,16.95,2.4,16.35,2.6,25.8,3.5,17.2,1.4,20.85,3.8,22.2,2.7,25.25,3.1,17.5,3.8,18.9,2.3,21.4,3.4,19.45,4.3,16.7,4.7,30.85,2.0,33.6,1.8,30.25,3.1,16.65,4.1
2010-08-10,16.4,2.0,16.1,2.2,16.65,2.7,23.65,4.1,18.6,1.4,19.45,2.8,21.7,2.2,26.7,3.2,18.05,3.6,20.0,2.4,20.8,3.7,19.2,3.0,17.5,3.4,30.8,2.2,35.8,2.1,31.65,5.1,17.25,3.9
2010-08-11,20.55,2.1,20.3,3.7,18.9,2.2,17.25,3.4,20.25,0.8,20.0,2.2,22.2,2.0,24.7,3.3,18.35,3.8,19.45,3.2,18.3,4.4,17.75,4.2,15.25,5.1,31.9,2.2,37.2,2.6,31.35,6.5,15.8,5.5
2010-08-12,21.1,1.0,20.0,1.6,18.6,2.7,18.05,2.7,20.85,0.9,21.95,4.5,23.3,2.9,24.45,2.6,17.8,3.4,18.9,3.1,21.95,1.6,20.25,2.4,16.4,4.9,32.8,2.3,36.95,2.8,31.9,5.2,17.2,3.4
2010-08-13,24.2,3.7,22.2,2.9,22.5,5.2,23.65,3.4,23.6,2.1,20.25,4.3,25.0,4.5,27.2,2.6,17.2,3.9,19.45,3.7,23.05,3.0,18.05,3.1,16.1,4.7,33.1,2.5,36.35,2.3,32.5,3.6,16.65,4.1
2010-08-14,26.35,3.1,25.55,3.6,26.95,5.3,22.5,2.6,25.0,5.3,21.95,4.6,25.25,2.9,26.65,3.1,17.2,3.5,18.35,3.8,21.1,3.7,18.9,3.0,16.35,6.0,34.45,3.8,36.4,3.1,33.05,3.7,16.95,5.0
2010-08-15,23.35,1.8,22.5,3.4,26.7,3.4,25.25,3.4,25.85,1.4,23.35,3.2,25.0,2.6,26.7,3.8,17.5,3.1,18.1,3.4,21.95,2.9,18.6,3.6,16.1,6.6,31.65,3.3,37.5,3.3,33.05,3.8,16.35,4.6
2010-08-16,24.2,1.0,23.35,2.7,23.6,2.1,25.25,2.1,25.0,1.1,24.75,1.9,24.75,1.2,27.25,1.6,17.8,2.7,18.9,2.2,23.6,2.1,19.15,2.7,15.55,7.1,29.2,5.2,36.4,2.9,36.15,5.8,16.7,4.2
2010-08-17,23.6,2.3,20.8,4.3,22.8,2.0,27.8,3.0,24.15,1.3,25.55,2.1,26.4,1.7,30.3,2.5,20.8,3.0,21.95,1.8,21.65,3.9,18.6,3.2,17.2,6.2,31.95,3.0,33.35,3.6,36.15,6.5,17.8,5.1
2010-08-18,19.45,1.6,19.45,2.1,17.5,4.0,25.55,2.9,19.15,1.2,23.65,4.3,28.65,4.8,27.5,3.1,22.5,3.5,24.2,2.5,21.65,2.9,18.85,3.1,17.2,6.0,31.1,2.3,32.8,2.3,34.45,5.8,17.2,5.0
2010-08-19,17.75,2.5,17.2,2.2,16.4,2.7,26.1,3.0,17.75,1.1,21.9,5.7,25.8,4.5,26.4,2.6,20.8,3.3,22.75,3.1,23.05,1.6,21.35,2.4,17.5,5.0,32.8,2.6,36.7,2.4,34.75,4.7,17.8,3.6
2010-08-20,17.25,3.9,17.2,4.7,15.85,2.6,25.3,2.7,15.85,1.5,18.35,3.4,22.2,1.8,28.05,2.3,19.75,3.4,21.65,3.0,22.5,3.4,19.75,2.6,16.95,4.8,33.65,3.0,36.65,2.1,35.0,5.9,15.85,3.8
2010-08-21,16.35,2.4,16.1,2.1,16.4,1.8,25.8,5.8,15.3,1.3,19.45,3.1,21.65,2.7,27.5,3.6,18.65,3.4,20.85,2.9,18.9,4.6,17.5,4.0,15.8,5.9,30.8,2.6,33.05,5.1,35.85,6.7,15.55,5.7
2010-08-22,18.05,2.6,16.95,1.8,16.95,2.4,20.55,4.7,17.75,1.7,17.5,5.9,20.3,4.1,24.45,4.1,21.4,2.9,21.65,3.1,21.4,2.5,20.0,2.3,18.3,5.3,30.55,1.9,32.2,2.0,35.0,6.8,18.6,3.4
